occurrenceID,eventID,scientificName,eventDate,decimalLatitude,decimalLongitude,basisOfRecord,identificationConfidence
885051d4-1c50-495a-8cdf-607866be7f3e,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.902
f952770a-d51b-451a-8dce-900867a29ac3,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.902
9d8b88b2-7ca3-4bed-af14-dd8ffd815e08,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.958
a6c96338-38c3-475b-9c34-5bbb13c9f8a0,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.65
19455361-ecd7-4baf-a607-bac8d85ddba7,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.227
0420fab3-3d9b-4aaa-b122-eca4887a032e,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.221
a772a629-9e6d-4f36-80bd-1327052191e8,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.25
46908b34-52d4-4719-9175-72d806288f05,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.242
ae61c6a6-594d-4ca0-a4ce-e7ce1c7ba637,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.242
3d8e5a7a-c839-435f-a422-d0991a56328d,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.242
93239f8b-1254-43e5-827d-1462b95baba5,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.982
ebccdf77-e6b5-4ad3-bace-6c89998bb432,Lchura_2026-06-10_0600,Pied (Jacobin) Cuckoo (Chupaa),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.827
74b63473-0fb1-4a7e-8867-ea2e9812b058,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.879
cc9807c9-8bfc-432d-853f-e875edb88ce0,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.879
ae02c14c-3ed4-43b9-ac40-23ff342f20ba,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.879
4859ace7-42cc-4815-93bd-560277b3e4f1,Lchura_2026-06-10_0600,White-bellied Go-away-bird (Lkuak),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.879
629ea87d-3bbb-4775-871b-df4c8521af95,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.536
123cbdd5-a5a3-43c9-8d5f-a7d517f2b384,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.244
b1c9b97b-dc6d-4413-86e8-cdd8ed174a2d,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.244
e91d95b8-e3de-400f-8d26-7e463b14feaf,Lchura_2026-06-10_0600,Lesser Masked Weaver (Mairii),2026-06-10T06:00:00,1.1483,36.9701,MachineObservation,0.244
